player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,next_fixture
670,Robin Roefs,Sunderland,17,1,4.6,7.652642784880537,1,0,0,CRY (A)
233,Josh Acheampong,Chelsea,7,2,3.9,8.838141134304399,1,0,1,BRE (A)
342,Jayden Bogle,Leeds,11,2,4.5,5.989215407991758,1,0,0,FUL (A)
694,Nordi Mukiele,Sunderland,17,2,4.0,5.978343953291168,1,0,0,CRY (A)
110,Michael Kayode,Brentford,5,2,4.5,5.029525081960875,1,0,0,CHE (H)
19,Gabriel Martinelli Silva,Arsenal,1,3,6.9,5.399532996155266,1,0,0,NFO (H)
17,Martin Ødegaard,Arsenal,1,3,7.9,5.046970791184389,1,0,0,NFO (H)
612,Lucas Tolentino Coelho de Lima,West Ham,19,3,5.9,4.777537711925329,1,0,0,TOT (H)
205,Josh Cullen,Burnley,3,3,5.0,4.687764345126048,1,0,0,LIV (H)
235,Cole Palmer,Chelsea,7,3,10.3,4.637535249121526,1,0,0,BRE (A)
430,Erling Haaland,Man City,13,4,14.7,5.923911316225946,1,0,0,MUN (H)
