player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,next_fixture
469,Nick Pope,Newcastle,15,1,5.2,3.683889189526557,1,0,0,EVE (A)
508,Neco Williams,Nott'm Forest,16,2,4.7,4.757270212699504,1,0,0,BHA (H)
106,Nathan Collins,Brentford,5,2,4.9,4.560681330621815,1,0,0,BUR (H)
716,Nicolò Savona,Nott'm Forest,16,2,4.5,4.493633421038967,1,0,0,BHA (H)
12,Oleksandr Zinchenko,Nott'm Forest,16,2,4.9,4.310600988638241,1,0,0,BHA (H)
411,Nico O'Reilly,Man City,13,2,5.1,3.9978005529473606,1,0,0,LEE (H)
328,Ryan Sessegnon,Fulham,10,3,5.4,7.095850222107616,1,0,1,TOT (A)
16,Bukayo Saka,Arsenal,1,3,10.1,4.863008621830867,1,0,0,CHE (A)
417,Rayan Cherki,Man City,13,3,6.4,4.51154144985561,1,0,0,LEE (H)
365,Lukas Nmecha,Leeds,11,4,5.0,5.3072419640982975,1,0,0,MCI (A)
249,João Pedro Junqueira de Jesus,Chelsea,7,4,7.4,5.229214089327263,1,0,0,ARS (H)
