player_id,full_name,team_name,team_id,element_type,now_cost_millions,expected_points,starting,bench,captain,next_fixture
101,Caoimhín Kelleher,Brentford,5,1,4.5,3.7381444906345784,1,0,0,CRY (A)
110,Michael Kayode,Brentford,5,2,4.5,6.865372819786421,1,0,1,CRY (A)
148,Ferdi Kadıoğlu,Brighton,6,2,4.4,4.5405366415810615,1,0,0,LEE (H)
106,Nathan Collins,Brentford,5,2,4.9,4.397748572148848,1,0,0,CRY (A)
225,Reece James,Chelsea,7,2,5.5,4.273858274083198,1,0,0,TOT (A)
648,Marshall Munetsi,Wolves,20,3,5.4,5.876146360863979,1,0,0,FUL (A)
328,Ryan Sessegnon,Fulham,10,3,5.4,5.323735706357143,1,0,0,WOL (H)
210,Loum Tchaouna,Burnley,3,3,4.9,5.122444406861715,1,0,0,ARS (H)
119,Bryan Mbeumo,Man Utd,14,3,8.1,4.387397683897229,1,0,0,NFO (A)
423,Nico González Iglesias,Man City,13,3,5.9,4.343056857697605,1,0,0,BOU (H)
654,Jørgen Strand Larsen,Wolves,20,4,6.4,6.075078175645991,1,0,0,FUL (A)
